_id,id,urlParams,index,exitStepsDone,createdAt,data,gameLobbyId,updatedAt,lastLogin,online,idle,lastActivityAt,readyAt,gameId,exitAt,exitStatus
twfgz4hya4obxABx9,BEEBEE1,{},14,['ExitSurvey'],2024-12-03 01:32:44.940,"{'personality': '{""user_id"": ""BEEBEE1"", ""age"": ""35-44"", ""gender"": ""Male"", ""race"": ""Asian"", ""political"": ""Democrat"", ""politicalStrength"": ""Somewhat Strong"", ""location"": ""Minnesota"", ""education"": ""Bachelor\'s degree"", ""occupation"": ""Restaurant worker"", ""Extraversion"": 9, ""Agreeableness"": 8, ""Conscientiousness"": 3, ""Neuroticism"": 2, ""Openness"": 10}', 'statement': [{'_id': 0, 'statement': 'The United States does not produce the most oil in the world.', 'factual': False}, {'_id': 1, 'statement': 'Electric vehicles and hybrid vehicles have surged in popularity in the United States, making up 30% of all cars on the road.', 'factual': False}, {'_id': 2, 'statement': 'While gas prices are expensive in certain states, it is consistently most expensive in California and West Coast states.', 'factual': True}], 'avatar': '/avatars/jdenticon/twfgz4hya4obxABx9', 'nodeId': 19, 'neighbors': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18], 'base_connections': [11, 7, 14], 'InitialConnectionsForThisRound': [12, 13, 11], 'sm_frequency': 'Often', 'change_mind': 'Yes', 'more_informed': 'Yes', 'political_trust': 'I trust some political news', 'source_rel': 'Relevant', 'logic_rel': 'Extremely relevant', 'emotion_rel': 'Relevant', 'bot_involved': 'No'}",LJhP3a72h9ZLqfNpz,2024-12-03 02:02:27.959,"{'at': datetime.datetime(2024, 12, 3, 1, 32, 45, 93000)}",True,True,2024-12-03 02:02:27.816,2024-12-03 01:33:53.228,LJhP3a72h9ZLqfNpz,2024-12-03 01:59:12.456,finished
WLHSHRqncAszvK7MN,delfin316,{},15,['ExitSurvey'],2024-12-03 01:33:01.894,"{'personality': '{""user_id"": ""delfin316"", ""age"": ""45-54"", ""gender"": ""Female"", ""race"": ""White"", ""political"": ""Independent"", ""politicalStrength"": ""Somewhat Strong"", ""location"": ""Arizona"", ""education"": ""Bachelor\'s degree"", ""occupation"": ""Business Owner"", ""Extraversion"": 3, ""Agreeableness"": 4, ""Conscientiousness"": 6, ""Neuroticism"": 6, ""Openness"": 4}', 'statement': [{'_id': 0, 'statement': 'The United States does not produce the most oil in the world.', 'factual': False}, {'_id': 1, 'statement': 'Electric vehicles and hybrid vehicles have surged in popularity in the United States, making up 30% of all cars on the road.', 'factual': False}, {'_id': 2, 'statement': 'While gas prices are expensive in certain states, it is consistently most expensive in California and West Coast states.', 'factual': True}], 'avatar': '/avatars/jdenticon/WLHSHRqncAszvK7MN', 'nodeId': 8, 'neighbors': [0, 1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], 'base_connections': [14, 2, 11], 'InitialConnectionsForThisRound': [14, 11, 16], 'sm_frequency': 'Sometimes', 'change_mind': 'No', 'more_informed': 'No', 'political_trust': 'I am skeptical of all political news', 'source_rel': 'A little relevant', 'logic_rel': 'A little relevant', 'emotion_rel': 'A little relevant', 'bot_involved': 'Maybe'}",LJhP3a72h9ZLqfNpz,2024-12-03 02:10:02.937,"{'at': datetime.datetime(2024, 12, 3, 1, 33, 2, 78000)}",True,True,2024-12-03 02:10:01.092,2024-12-03 01:33:19.680,LJhP3a72h9ZLqfNpz,2024-12-03 01:59:12.456,finished
RrRzGb99KGspG9biN,SurveyTaker1,{},16,['ExitSurvey'],2024-12-03 01:33:03.943,"{'personality': '{""user_id"": ""SurveyTaker1"", ""age"": ""35-44"", ""gender"": ""Male"", ""race"": ""White"", ""political"": ""Independent"", ""politicalStrength"": ""Neutral"", ""location"": ""Arizona"", ""education"": ""High school diploma"", ""occupation"": ""Day Trader"", ""Extraversion"": 6, ""Agreeableness"": 8, ""Conscientiousness"": 8, ""Neuroticism"": 3, ""Openness"": 8}', 'statement': [{'_id': 0, 'statement': 'The United States does not produce the most oil in the world.', 'factual': False}, {'_id': 1, 'statement': 'Electric vehicles and hybrid vehicles have surged in popularity in the United States, making up 30% of all cars on the road.', 'factual': False}, {'_id': 2, 'statement': 'While gas prices are expensive in certain states, it is consistently most expensive in California and West Coast states.', 'factual': True}], 'avatar': '/avatars/jdenticon/RrRzGb99KGspG9biN', 'nodeId': 7, 'neighbors': [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], 'base_connections': [17, 9, 5], 'InitialConnectionsForThisRound': [9, 5, 6], 'sm_frequency': 'Sometimes', 'change_mind': 'No', 'more_informed': 'No', 'political_trust': 'I am skeptical of some political news', 'source_rel': 'Not relevant', 'logic_rel': 'Relevant', 'emotion_rel': 'A little relevant', 'bot_involved': 'Maybe', 'feedback': 'I would have liked to see what others though about my replies.'}",LJhP3a72h9ZLqfNpz,2024-12-03 02:04:39.141,"{'at': datetime.datetime(2024, 12, 3, 1, 33, 4, 119000)}",False,,2024-12-03 02:04:38.319,2024-12-03 01:34:00.312,LJhP3a72h9ZLqfNpz,2024-12-03 01:59:12.456,finished
tjr9tkv7dvmAFvsQ5,holli12,{},17,['ExitSurvey'],2024-12-03 01:33:10.418,"{'personality': '{""user_id"": ""holli12"", ""age"": ""45-54"", ""gender"": ""Female"", ""race"": ""White"", ""political"": ""Republican"", ""politicalStrength"": ""Somewhat Weak"", ""location"": ""South Carolina"", ""education"": ""Graduate or professional degree"", ""occupation"": ""therapist"", ""Extraversion"": 5, ""Agreeableness"": 7, ""Conscientiousness"": 7, ""Neuroticism"": 9, ""Openness"": 6}', 'statement': [{'_id': 0, 'statement': 'The United States does not produce the most oil in the world.', 'factual': False}, {'_id': 1, 'statement': 'Electric vehicles and hybrid vehicles have surged in popularity in the United States, making up 30% of all cars on the road.', 'factual': False}, {'_id': 2, 'statement': 'While gas prices are expensive in certain states, it is consistently most expensive in California and West Coast states.', 'factual': True}], 'avatar': '/avatars/jdenticon/tjr9tkv7dvmAFvsQ5', 'nodeId': 18, 'neighbors': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19], 'base_connections': [2, 4, 13], 'InitialConnectionsForThisRound': [2, 13, 10], 'sm_frequency': 'Often', 'change_mind': 'Maybe', 'more_informed': 'No', 'political_trust': 'I am skeptical of all political news', 'source_rel': 'Not relevant', 'logic_rel': 'Somewhat relevant', 'emotion_rel': 'Somewhat relevant', 'bot_involved': 'Yes'}",LJhP3a72h9ZLqfNpz,2024-12-03 02:01:39.648,"{'at': datetime.datetime(2024, 12, 3, 1, 33, 10, 588000)}",False,,2024-12-03 02:01:39.086,2024-12-03 01:33:46.198,LJhP3a72h9ZLqfNpz,2024-12-03 01:59:12.456,finished
EP7Hgj6KPG3yy8oJj,A2,{},18,['ExitSurvey'],2024-12-03 01:33:32.805,"{'personality': '{""user_id"": ""A2"", ""age"": ""25-34"", ""gender"": ""Male"", ""race"": ""White"", ""political"": ""Republican"", ""politicalStrength"": ""Somewhat Strong"", ""location"": ""Georgia"", ""education"": ""Graduate or professional degree"", ""occupation"": ""Accountant"", ""Extraversion"": 5, ""Agreeableness"": 6, ""Conscientiousness"": 7, ""Neuroticism"": 5, ""Openness"": 5}', 'statement': [{'_id': 0, 'statement': 'The United States does not produce the most oil in the world.', 'factual': False}, {'_id': 1, 'statement': 'Electric vehicles and hybrid vehicles have surged in popularity in the United States, making up 30% of all cars on the road.', 'factual': False}, {'_id': 2, 'statement': 'While gas prices are expensive in certain states, it is consistently most expensive in California and West Coast states.', 'factual': True}], 'avatar': '/avatars/jdenticon/EP7Hgj6KPG3yy8oJj', 'nodeId': 4, 'neighbors': [0, 1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], 'base_connections': [2, 11, 8], 'InitialConnectionsForThisRound': [3, 14, 9], 'sm_frequency': 'Sometimes', 'change_mind': 'No', 'more_informed': 'Yes', 'political_trust': 'I am skeptical of some political news', 'source_rel': 'Relevant', 'logic_rel': 'Extremely relevant', 'emotion_rel': 'Extremely relevant', 'bot_involved': 'No', 'feedback': 'I enjoyed taking part in this experiment and i gained some knowledge about topics, many would rarely speak about.'}",LJhP3a72h9ZLqfNpz,2024-12-03 02:06:05.854,"{'at': datetime.datetime(2024, 12, 3, 2, 4, 20, 582000)}",True,True,2024-12-03 02:06:02.692,2024-12-03 01:33:51.101,LJhP3a72h9ZLqfNpz,2024-12-03 01:59:12.456,finished
kP7D3jvkxKyt4xd4d,CLB9,{},19,['ExitSurvey'],2024-12-03 01:33:40.940,"{'personality': '{""user_id"": ""CLB9"", ""age"": ""55-64"", ""gender"": ""Female"", ""race"": ""White"", ""political"": ""Republican"", ""politicalStrength"": ""Somewhat Strong"", ""location"": ""New York"", ""education"": ""Bachelor\'s degree"", ""occupation"": ""Care Manager"", ""Extraversion"": 3, ""Agreeableness"": 6, ""Conscientiousness"": 8, ""Neuroticism"": 8, ""Openness"": 8}', 'statement': [{'_id': 0, 'statement': 'The United States does not produce the most oil in the world.', 'factual': False}, {'_id': 1, 'statement': 'Electric vehicles and hybrid vehicles have surged in popularity in the United States, making up 30% of all cars on the road.', 'factual': False}, {'_id': 2, 'statement': 'While gas prices are expensive in certain states, it is consistently most expensive in California and West Coast states.', 'factual': True}], 'avatar': '/avatars/jdenticon/kP7D3jvkxKyt4xd4d', 'nodeId': 14, 'neighbors': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19], 'base_connections': [16, 8, 9], 'InitialConnectionsForThisRound': [10, 5, 8], 'sm_frequency': 'Rarely', 'change_mind': 'No', 'more_informed': 'No', 'political_trust': 'I am skeptical of all political news', 'source_rel': 'A little relevant', 'logic_rel': 'Relevant', 'emotion_rel': 'Not relevant', 'bot_involved': 'Maybe', 'feedback': 'It took me a little to get a handle on the expectations, but I think I understood as it progressed. There were no technical difficulties. A well-thought-out answer definitely helped me understand the issue better, but most responses were too short to really change my beliefs. '}",LJhP3a72h9ZLqfNpz,2024-12-03 02:03:34.218,"{'at': datetime.datetime(2024, 12, 3, 1, 33, 41, 155000)}",False,,2024-12-03 02:03:33.702,2024-12-03 01:34:33.467,LJhP3a72h9ZLqfNpz,2024-12-03 01:59:12.456,finished
ChJwCrZb35ihERyGg,Tyl6,{},20,['ExitSurvey'],2024-12-03 01:34:15.505,"{'personality': '{""user_id"": ""Tyl6"", ""age"": ""25-34"", ""gender"": ""Male"", ""race"": ""Black or African American"", ""political"": ""Democrat"", ""politicalStrength"": ""Neutral"", ""location"": ""California"", ""education"": ""High school diploma"", ""occupation"": ""Home Healthcare Provider"", ""Extraversion"": 5, ""Agreeableness"": 8, ""Conscientiousness"": 8, ""Neuroticism"": 2, ""Openness"": 8}', 'statement': [{'_id': 0, 'statement': 'The United States does not produce the most oil in the world.', 'factual': False}, {'_id': 1, 'statement': 'Electric vehicles and hybrid vehicles have surged in popularity in the United States, making up 30% of all cars on the road.', 'factual': False}, {'_id': 2, 'statement': 'While gas prices are expensive in certain states, it is consistently most expensive in California and West Coast states.', 'factual': True}], 'avatar': '/avatars/jdenticon/ChJwCrZb35ihERyGg', 'nodeId': 3, 'neighbors': [0, 1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], 'base_connections': [9, 12, 16], 'InitialConnectionsForThisRound': [9, 12, 14], 'sm_frequency': 'Often', 'change_mind': 'Yes', 'more_informed': 'Yes', 'political_trust': 'I am skeptical of some political news', 'source_rel': 'Relevant', 'logic_rel': 'Extremely relevant', 'emotion_rel': 'A little relevant', 'bot_involved': 'Yes', 'feedback': ""One player's response was too long and well written to not have been an AI bot.""}",LJhP3a72h9ZLqfNpz,2024-12-03 02:03:21.573,"{'at': datetime.datetime(2024, 12, 3, 1, 34, 15, 747000)}",False,,2024-12-03 02:03:06.869,2024-12-03 01:34:57.021,LJhP3a72h9ZLqfNpz,2024-12-03 01:59:12.456,finished
f7EYKZTyebsQm28ZF,J1,{},21,['ExitSurvey'],2024-12-03 01:34:25.977,"{'personality': '{""user_id"": ""J1"", ""age"": ""18-24"", ""gender"": ""Male"", ""race"": ""Black or African American"", ""political"": ""Republican"", ""politicalStrength"": ""Very Strong"", ""location"": ""North Carolina"", ""education"": ""Bachelor\'s degree"", ""occupation"": ""psychologist"", ""Extraversion"": 6, ""Agreeableness"": 9, ""Conscientiousness"": 9, ""Neuroticism"": 2, ""Openness"": 7}', 'statement': [{'_id': 0, 'statement': 'The United States does not produce the most oil in the world.', 'factual': False}, {'_id': 1, 'statement': 'Electric vehicles and hybrid vehicles have surged in popularity in the United States, making up 30% of all cars on the road.', 'factual': False}, {'_id': 2, 'statement': 'While gas prices are expensive in certain states, it is consistently most expensive in California and West Coast states.', 'factual': True}], 'avatar': '/avatars/jdenticon/f7EYKZTyebsQm28ZF', 'nodeId': 12, 'neighbors': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19], 'base_connections': [14, 15, 10], 'InitialConnectionsForThisRound': [5, 7, 10], 'sm_frequency': 'Often', 'change_mind': 'No', 'more_informed': 'No', 'political_trust': 'I am skeptical of some political news', 'source_rel': 'Extremely relevant', 'logic_rel': 'Extremely relevant', 'emotion_rel': 'Extremely relevant', 'bot_involved': 'No', 'feedback': 'Thank you for inviting me to share my thoughts, your questions are clear and precise, which helps in providing well-structured responses. Keep this up!\n\n'}",LJhP3a72h9ZLqfNpz,2024-12-03 02:20:18.994,"{'at': datetime.datetime(2024, 12, 3, 1, 34, 26, 333000)}",False,,2024-12-03 02:20:17.911,2024-12-03 01:35:29.715,LJhP3a72h9ZLqfNpz,2024-12-03 01:59:12.456,finished
zjtvtD9u6r7AYbwM4,k3d4,{},1,['ExitSurvey'],2024-11-25 17:57:08.103,"{'personality': '{""user_id"": ""k3d4"", ""age"": ""25-34"", ""gender"": ""Male"", ""race"": ""White"", ""political"": ""Democrat"", ""politicalStrength"": ""Somewhat Strong"", ""location"": ""Kentucky"", ""education"": ""Associate degree"", ""occupation"": ""IT Support Specialists"", ""Extraversion"": 4, ""Agreeableness"": 8, ""Conscientiousness"": 7, ""Neuroticism"": 4, ""Openness"": 7}', 'statement': [{'_id': 0, 'statement': 'The number of people in the U.S. illegally is upwards of 20, 25, maybe 30 million.', 'factual': False}, {'_id': 1, 'statement': 'In January 2023, the U.S. started accepting people monthly from Cuba, Haiti, Nicaragua and Venezuela under a humanitarian parole program. ', 'factual': True}, {'_id': 2, 'statement': 'New York City has been accomodating illegal immigrants in luxury hotels.', 'factual': False}], 'avatar': '/avatars/jdenticon/zjtvtD9u6r7AYbwM4', 'nodeId': 16, 'neighbors': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], 'base_connections': [2, 7, 4], 'InitialConnectionsForThisRound': [15, 11, 6], 'sm_frequency': 'Sometimes', 'change_mind': 'No', 'more_informed': 'Yes', 'political_trust': 'I am skeptical of all political news', 'source_rel': 'A little relevant', 'logic_rel': 'Somewhat relevant', 'emotion_rel': 'Somewhat relevant', 'bot_involved': 'No', 'feedback': 'I felt like the participants were real.'}",bQxvCJRGAtPTkkX8Z,2024-11-25 18:36:44.862,"{'at': datetime.datetime(2024, 11, 25, 17, 57, 8, 313000)}",False,,2024-11-25 18:36:44.547,2024-11-25 17:57:17.397,bQxvCJRGAtPTkkX8Z,2024-11-25 18:33:42.271,finished
nJfKSbF5t5ANpSGoL,JD76,{},2,['ExitSurvey'],2024-11-25 17:57:43.658,"{'personality': '{""user_id"": ""JD76"", ""age"": ""35-44"", ""gender"": ""Male"", ""race"": ""White"", ""political"": ""Republican"", ""politicalStrength"": ""Somewhat Strong"", ""location"": ""New York"", ""education"": ""Associate degree"", ""occupation"": ""IT Manager"", ""Extraversion"": 4, ""Agreeableness"": 8, ""Conscientiousness"": 7, ""Neuroticism"": 6, ""Openness"": 10}', 'statement': [{'_id': 0, 'statement': 'The number of people in the U.S. illegally is upwards of 20, 25, maybe 30 million.', 'factual': False}, {'_id': 1, 'statement': 'In January 2023, the U.S. started accepting people monthly from Cuba, Haiti, Nicaragua and Venezuela under a humanitarian parole program. ', 'factual': True}, {'_id': 2, 'statement': 'New York City has been accomodating illegal immigrants in luxury hotels.', 'factual': False}], 'avatar': '/avatars/jdenticon/nJfKSbF5t5ANpSGoL', 'nodeId': 13, 'neighbors': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16], 'base_connections': [4, 10, 11], 'InitialConnectionsForThisRound': [6, 10, 14], 'sm_frequency': 'Sometimes', 'change_mind': 'No', 'more_informed': 'No', 'political_trust': 'I am skeptical of some political news', 'source_rel': 'Somewhat relevant', 'logic_rel': 'Somewhat relevant', 'emotion_rel': 'Relevant', 'bot_involved': 'Maybe', 'feedback': ""I didn't face any technical issues in this experiment. I found it fascinating to see how my opinions compared to those of the others I saw. ""}",bQxvCJRGAtPTkkX8Z,2024-11-25 18:39:07.484,"{'at': datetime.datetime(2024, 11, 25, 17, 57, 44, 176000)}",True,True,2024-11-25 18:39:07.002,2024-11-25 17:58:58.548,bQxvCJRGAtPTkkX8Z,2024-11-25 18:33:42.271,finished
AvGG22KcSgKPTvZWc,puggie12,{},3,['ExitSurvey'],2024-11-25 17:58:07.142,"{'personality': '{""user_id"": ""puggie12"", ""age"": ""18-24"", ""gender"": ""Female"", ""race"": ""White"", ""political"": ""Republican"", ""politicalStrength"": ""Somewhat Strong"", ""location"": ""Illinois"", ""education"": ""Associate degree"", ""occupation"": ""Medical Assistant"", ""Extraversion"": 5, ""Agreeableness"": 8, ""Conscientiousness"": 9, ""Neuroticism"": 10, ""Openness"": 9}', 'statement': [{'_id': 0, 'statement': 'The number of people in the U.S. illegally is upwards of 20, 25, maybe 30 million.', 'factual': False}, {'_id': 1, 'statement': 'In January 2023, the U.S. started accepting people monthly from Cuba, Haiti, Nicaragua and Venezuela under a humanitarian parole program. ', 'factual': True}, {'_id': 2, 'statement': 'New York City has been accomodating illegal immigrants in luxury hotels.', 'factual': False}], 'avatar': '/avatars/jdenticon/AvGG22KcSgKPTvZWc', 'nodeId': 4, 'neighbors': [0, 1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16], 'base_connections': [14, 3, 2], 'InitialConnectionsForThisRound': [3, 11, 12], 'sm_frequency': 'Often', 'change_mind': 'No', 'more_informed': 'No', 'political_trust': 'I am skeptical of some political news', 'source_rel': 'Not relevant', 'logic_rel': 'A little relevant', 'emotion_rel': 'Not relevant', 'bot_involved': 'Maybe'}",bQxvCJRGAtPTkkX8Z,2024-11-25 18:36:39.294,"{'at': datetime.datetime(2024, 11, 25, 17, 58, 7, 349000)}",False,,2024-11-25 18:36:35.319,2024-11-25 17:58:29.745,bQxvCJRGAtPTkkX8Z,2024-11-25 18:33:42.271,finished
7uDP3r4qyGBpyp5pt,L4,{},4,['ExitSurvey'],2024-11-25 17:59:00.873,"{'personality': '{""user_id"": ""L4"", ""age"": ""35-44"", ""gender"": ""Female"", ""race"": ""White"", ""political"": ""Democrat"", ""politicalStrength"": ""Very Strong"", ""location"": ""Michigan"", ""education"": ""Bachelor\'s degree"", ""occupation"": ""Coordinator"", ""Extraversion"": 3, ""Agreeableness"": 6, ""Conscientiousness"": 8, ""Neuroticism"": 10, ""Openness"": 9}', 'statement': [{'_id': 0, 'statement': 'The number of people in the U.S. illegally is upwards of 20, 25, maybe 30 million.', 'factual': False}, {'_id': 1, 'statement': 'In January 2023, the U.S. started accepting people monthly from Cuba, Haiti, Nicaragua and Venezuela under a humanitarian parole program. ', 'factual': True}, {'_id': 2, 'statement': 'New York City has been accomodating illegal immigrants in luxury hotels.', 'factual': False}], 'avatar': '/avatars/jdenticon/7uDP3r4qyGBpyp5pt', 'nodeId': 3, 'neighbors': [0, 1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16], 'base_connections': [11, 13, 10], 'InitialConnectionsForThisRound': [11, 6, 16], 'sm_frequency': 'Often', 'change_mind': 'Yes', 'more_informed': 'Maybe', 'political_trust': 'I trust some political news', 'source_rel': 'Extremely relevant', 'logic_rel': 'Extremely relevant', 'emotion_rel': 'Somewhat relevant', 'bot_involved': 'No'}",bQxvCJRGAtPTkkX8Z,2024-11-25 18:35:05.569,"{'at': datetime.datetime(2024, 11, 25, 17, 59, 1, 46000)}",True,True,2024-11-25 18:35:04.563,2024-11-25 17:59:27.373,bQxvCJRGAtPTkkX8Z,2024-11-25 18:33:42.271,finished
Y6xodwNqpiLQ8Fed4,nwilliams1,{},5,[],2024-11-25 17:59:07.600,"{'personality': '{""user_id"": ""nwilliams1"", ""age"": ""18-24"", ""gender"": ""Female"", ""race"": ""Black or African American"", ""political"": ""Independent"", ""politicalStrength"": ""Neutral"", ""location"": ""Georgia"", ""education"": ""High school diploma"", ""occupation"": ""Educator"", ""Extraversion"": 2, ""Agreeableness"": 8, ""Conscientiousness"": 9, ""Neuroticism"": 8, ""Openness"": 10}', 'statement': [{'_id': 0, 'statement': 'The number of people in the U.S. illegally is upwards of 20, 25, maybe 30 million.', 'factual': False}, {'_id': 1, 'statement': 'In January 2023, the U.S. started accepting people monthly from Cuba, Haiti, Nicaragua and Venezuela under a humanitarian parole program. ', 'factual': True}, {'_id': 2, 'statement': 'New York City has been accomodating illegal immigrants in luxury hotels.', 'factual': False}], 'avatar': '/avatars/jdenticon/Y6xodwNqpiLQ8Fed4', 'nodeId': 8, 'neighbors': [0, 1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16], 'base_connections': [2, 12, 15], 'InitialConnectionsForThisRound': None}",bQxvCJRGAtPTkkX8Z,2024-11-25 18:33:42.272,"{'at': datetime.datetime(2024, 11, 25, 17, 59, 7, 803000)}",False,,2024-11-25 18:11:16.012,2024-11-25 17:59:25.088,bQxvCJRGAtPTkkX8Z,2024-11-25 18:33:42.271,finished
TafZxYEAvnSRcsHFb,J1,{},6,[],2024-11-25 17:59:08.511,{},bQxvCJRGAtPTkkX8Z,2024-11-25 18:20:12.466,"{'at': datetime.datetime(2024, 11, 25, 18, 9, 35, 708000)}",False,,2024-11-25 18:19:48.170,2024-11-25 18:00:19.742,,2024-11-25 18:06:53.913,gameFull
iKhqrqf9GPju6xnBf,B1,{},7,['ExitSurvey'],2024-11-25 18:00:12.519,"{'personality': '{""user_id"": ""B1"", ""age"": ""35-44"", ""gender"": ""Male"", ""race"": ""White"", ""political"": ""Independent"", ""politicalStrength"": ""Neutral"", ""location"": ""Florida"", ""education"": ""High school diploma"", ""occupation"": ""Provider Support"", ""Extraversion"": 3, ""Agreeableness"": 6, ""Conscientiousness"": 9, ""Neuroticism"": 5, ""Openness"": 6}', 'statement': [{'_id': 0, 'statement': 'The number of people in the U.S. illegally is upwards of 20, 25, maybe 30 million.', 'factual': False}, {'_id': 1, 'statement': 'In January 2023, the U.S. started accepting people monthly from Cuba, Haiti, Nicaragua and Venezuela under a humanitarian parole program. ', 'factual': True}, {'_id': 2, 'statement': 'New York City has been accomodating illegal immigrants in luxury hotels.', 'factual': False}], 'avatar': '/avatars/jdenticon/iKhqrqf9GPju6xnBf', 'nodeId': 11, 'neighbors': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16], 'base_connections': [8, 10, 13], 'InitialConnectionsForThisRound': [0, 16, 6], 'sm_frequency': 'Sometimes', 'change_mind': 'Yes', 'more_informed': 'No', 'political_trust': 'I am skeptical of all political news', 'source_rel': 'A little relevant', 'logic_rel': 'Not relevant', 'emotion_rel': 'Not relevant', 'bot_involved': 'No', 'feedback': 'NA'}",bQxvCJRGAtPTkkX8Z,2024-11-25 18:36:45.388,"{'at': datetime.datetime(2024, 11, 25, 18, 36, 33, 955000)}",False,,2024-11-25 18:36:43.275,2024-11-25 18:02:04.778,bQxvCJRGAtPTkkX8Z,2024-11-25 18:33:42.271,finished
5tywpdooeGBbDh6rb,krisw1897,{},8,['ExitSurvey'],2024-11-25 18:00:50.514,"{'personality': '{""user_id"": ""krisw1897"", ""age"": ""25-34"", ""gender"": ""Male"", ""race"": ""White"", ""political"": ""Democrat"", ""politicalStrength"": ""Very Strong"", ""location"": ""New Jersey"", ""education"": ""Bachelor\'s degree"", ""occupation"": ""Fulfillment associate "", ""Extraversion"": 2, ""Agreeableness"": 6, ""Conscientiousness"": 8, ""Neuroticism"": 7, ""Openness"": 9}', 'statement': [{'_id': 0, 'statement': 'The number of people in the U.S. illegally is upwards of 20, 25, maybe 30 million.', 'factual': False}, {'_id': 1, 'statement': 'In January 2023, the U.S. started accepting people monthly from Cuba, Haiti, Nicaragua and Venezuela under a humanitarian parole program. ', 'factual': True}, {'_id': 2, 'statement': 'New York City has been accomodating illegal immigrants in luxury hotels.', 'factual': False}], 'avatar': '/avatars/jdenticon/5tywpdooeGBbDh6rb', 'nodeId': 1, 'neighbors': [0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16], 'base_connections': [0, 11, 9], 'InitialConnectionsForThisRound': [11, 3, 5], 'sm_frequency': 'Often', 'change_mind': 'No', 'more_informed': 'Maybe', 'political_trust': 'I trust some political news', 'source_rel': 'Relevant', 'logic_rel': 'Relevant', 'emotion_rel': 'Relevant', 'bot_involved': 'Maybe', 'feedback': 'I enjoyed the experience but it felt a bit slow paced.'}",bQxvCJRGAtPTkkX8Z,2024-11-25 18:36:26.138,"{'at': datetime.datetime(2024, 11, 25, 18, 0, 50, 703000)}",False,,2024-11-25 18:36:06.908,2024-11-25 18:01:31.004,bQxvCJRGAtPTkkX8Z,2024-11-25 18:33:42.271,finished
o9F7buYtMNJuzBha5,ds3,{},9,['ExitSurvey'],2024-11-25 18:01:36.281,"{'personality': '{""user_id"": ""ds3"", ""age"": ""25-34"", ""gender"": ""Female"", ""race"": ""White"", ""political"": ""Independent"", ""politicalStrength"": ""Very Strong"", ""location"": ""Texas"", ""education"": ""Bachelor\'s degree"", ""occupation"": ""Copywriter"", ""Extraversion"": 8, ""Agreeableness"": 3, ""Conscientiousness"": 7, ""Neuroticism"": 7, ""Openness"": 10}', 'statement': [{'_id': 0, 'statement': 'The number of people in the U.S. illegally is upwards of 20, 25, maybe 30 million.', 'factual': False}, {'_id': 1, 'statement': 'In January 2023, the U.S. started accepting people monthly from Cuba, Haiti, Nicaragua and Venezuela under a humanitarian parole program. ', 'factual': True}, {'_id': 2, 'statement': 'New York City has been accomodating illegal immigrants in luxury hotels.', 'factual': False}], 'avatar': '/avatars/jdenticon/o9F7buYtMNJuzBha5', 'nodeId': 14, 'neighbors': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16], 'base_connections': [5, 0, 9], 'InitialConnectionsForThisRound': [5, 2, 3], 'sm_frequency': 'Often', 'change_mind': 'No', 'more_informed': 'Maybe', 'political_trust': 'I am skeptical of all political news', 'source_rel': 'Somewhat relevant', 'logic_rel': 'Extremely relevant', 'emotion_rel': 'A little relevant', 'bot_involved': 'Yes'}",bQxvCJRGAtPTkkX8Z,2024-11-25 18:37:10.567,"{'at': datetime.datetime(2024, 11, 25, 18, 1, 36, 439000)}",False,,2024-11-25 18:37:10.033,2024-11-25 18:02:05.573,bQxvCJRGAtPTkkX8Z,2024-11-25 18:33:42.271,finished
